1,00708
5,04618
6,59239
2,02946
10,85604
7,08681
11,53476
3,26367
12,41071
13,77426
8,57595
14,47983
15,36971
17,59530
18,93658
19,73500
20,09654
21,67842
22,91851
24,25803
23,35751
25,18747
26,90892
27,32053
28,95300
30,45002
29,53121
31,81930
33,32994
32,12244
35,93546
34,15358
36,68031
37,59799
38,51349
39,68166
41,04294
40,86379
42,68964
44,76471
43,89952
45,36207
46,10172
47,67275
48,98702
50,46892
51,87623
49,74334
52,91353
53,69013
54,07985
55,52095
56,03149
58,88112
59,11657
57,90544
60,18212
61,02279
62,08772
63,00056
64,74728
65,60209
66,76855
67,31912
68,29585
69,80466
70,41569
71,14474
16,02083
73,78310
74,55942
75,50178
76,44688
77,82341
78,85681
79,13147
81,50538
80,94573
83,27047
84,64712
82,93081
85,09746
87,18163
86,84148
88,72527
89,66670
90,83303
91,78161
4,35814
93,29886
94,35658
95,75744
96,53266
97,96750
92,99056
99,09292
100,20596
101,59182
102,80480
103,02751
104,27977
105,14830
106,48693
107,99973
72,83557
109,43670
110,34435
9,54619
111,16801
113,64515
114,17400
115,57550
116,16513
117,40551
118,48426
119,00284
120,63988
121,92230
122,09337
123,33802
124,40432
126,07319
125,00355
127,50389
112,12889
128,97102
130,69872
131,94845
132,25840
133,21209
98,09632
135,07528
136,10819
137,56906
138,84819
139,65652
140,57267
143,48580
144,22385
129,69775
145,95519
141,33711
146,54550
148,48264
147,06675
149,41282
142,72493
151,47727
152,33902
150,75881
154,97056
155,23773
157,02381
158,28000
156,21078
159,07495
160,50066
161,15162
162,29685
163,43301
164,04288
165,06017
166,69184
167,07990
168,91770
169,18181
171,54713
170,58655
173,75616
172,71666
174,36359
175,87858
176,97476
177,02695
179,48511
180,64140
178,61516
181,67400
182,11757
183,82050
184,88674
185,12695
186,00040
187,87499
188,84952
189,73223
190,21475
191,14121
192,18994
194,05878
193,19651
195,22975
196,68154
197,30822
198,54496
199,64512
200,98970
201,60444
202,97435
203,61019
204,03348
205,46617
206,45589
207,59919
208,04425
209,94515
210,08481
211,06779
212,64551
213,63482
108,06357
215,58539
216,18194
217,38049
218,24177
219,47190
220,66235
153,64023
222,45534
221,05229
224,96731
225,14548
214,20362
227,32313
228,23071
229,76459
230,13001
134,10098
232,18825
233,47206
234,08480
235,40655
236,76688
237,80989
238,92293
239,31374
240,19282
241,84276
242,63415
243,19295
244,20203
245,67560
246,64192
248,60984
247,30823
249,90269
250,96893
251,14926
252,91111
253,46731
254,78882
255,52609
256,59131
257,87825
258,36179
259,77153
260,22712
261,75535
262,39436
263,33368
264,60905
265,07840
266,38851
267,10434
268,40427
269,74795
271,55239
270,65833
273,93675
274,92978
272,07654
275,54590
276,92973
277,95237
278,49883
279,90717
280,86429
281,47988
282,02673
283,66620
284,25700
285,85359
286,41607
287,33834
288,94988
289,33715
290,95194
226,45172
292,85456
293,61419
294,47773
295,39958
297,37601
296,06438
298,97626
299,65321
300,56190
301,08614
303,53440
302,02088
304,51835
305,64106
306,90132
307,31609
308,82854
309,82459
310,99440
311,10444
312,69227
313,66544
314,55571
315,68684
316,68457
318,31987
317,85664
319,82532
323,10270
322,95652
324,43146
320,97624
321,79124
326,03499
325,93099
329,48766
330,65037
328,90526
327,48769
331,04981
332,03353
333,67073
334,90379
335,23952
336,35173
337,09256
338,05369
339,14712
340,37556
341,62311
342,45310
343,86182
344,57802
345,52332
346,83509
347,08232
348,43736
350,77123
349,77557
351,91330
352,54614
353,94577
354,75145
355,25682
357,18854
356,70669
358,51036
359,74560
360,45849
361,83262
362,88350
364,49925
363,05411
365,42148
366,08311
368,36684
367,27628
369,27585
371,10505
370,42224
372,92674
373,43421
374,19005
375,66751
376,04693
377,50339
378,82207
379,17859
380,85548
381,12351
382,15444
383,50417
384,90258
385,12120
386,03066
387,16561
388,66055
389,72607
390,47309
391,86997
392,86540
393,16899
394,80900
395,50843
396,34805
397,33614
398,40930
400,56844
399,46158
401,00289
402,87645
403,92212
404,74792
405,32354
406,74848
407,55881
408,74420
409,98208
410,75666
412,44931
411,65078
413,91314
414,82459
415,30724
416,47343
417,48947
418,89125
419,35573
420,84062
421,05435
422,90690
423,38015
424,64152
425,81747
426,03013
427,21579
428,36484
429,41114
430,38891
431,93421
432,34067
433,83810
434,63371
435,86421
436,97726
437,04236
438,83666
439,45865
440,05368
441,08094
442,94857
443,01216
444,25723
445,22844
446,35735
447,04087
448,71311
449,15065
450,50674
451,46351
452,45212
453,82971
454,12815
455,64659
456,82779
291,47386
458,10304
459,70382
460,77431
461,01955
462,06260
463,34325
464,25378
465,16045
466,40091
467,96148
468,29895
469,62099
470,25812
471,82845
472,84386
473,37871
474,32029
475,59644
476,50529
477,09120
478,26578
479,27335
480,54142
481,75776
482,06705
483,93426
484,09544
485,06708
486,97147
487,46621
488,61444
489,93326
490,25637
491,08132
492,11559
493,57219
494,62266
495,10708
496,40759
497,32455
498,37901
499,77418
500,53977
501,34641
502,58773
503,32686
504,00365
505,79097
506,03973
507,33028
508,51161
509,06390
510,85478
511,52248
512,33971
513,20930
514,04450
515,94864
516,10194
517,28783
518,45385
519,44544
520,15956
521,69663
522,56219
523,12666
524,78404
525,30818
526,81644
527,35633
528,32223
529,80625
530,16333
531,72324
532,66601
533,87904
534,04836
535,48507
536,06553
537,68637
538,19674
539,07576
540,08943
541,85405
542,94273
543,44204
544,84968
545,50384
546,55849
223,73918
548,94824
549,47259
550,51031
551,32979
552,72309
553,72513
554,52472
555,72798
556,99523
557,99115
558,52789
559,37640
560,52641
561,55837
562,47360
457,26567
564,01635
565,20788
231,26309
567,42815
568,53650
569,35877
570,35405
571,35744
572,02879
573,25804
574,94789
575,84240
576,56201
577,32947
578,92399
579,56733
580,02472
581,93463
582,40395
583,46685
584,42258
585,58560
586,55269
587,73528
588,62532
589,35041
590,54318
591,14119
592,85539
593,14315
594,35260
595,63817
596,57600
597,16366
598,09485
599,97768
600,79780
601,52536
602,16880
603,31750
604,17961
605,40597
606,57854
607,14412
608,19282
563,85014
610,73235
611,72188
612,51825
613,64885
614,40066
615,29234
616,55034
617,41344
618,48823
547,78501
620,81054
621,77065
622,03635
623,10784
624,40622
625,16995
626,03037
627,73697
628,52637
629,56160
630,62132
631,41876
632,14163
633,75418
634,44749
635,25206
636,98940
637,52823
638,57284
639,06420
640,94828
641,89863
642,26043
643,90499
644,40436
645,86041
646,80473
647,12307
648,08375
649,35295
650,14665
651,76004
652,74729
653,90555
654,98334
655,97145
656,89067
657,11969
658,20153
659,37515
660,55677
566,26010
662,08986
663,94453
664,27773
665,19866
666,40457
667,78989
668,51802
669,20685
670,40557
671,53989
672,49444
673,78475
674,30210
675,80100
661,99981
677,85853
678,94286
679,60956
680,18246
681,47603
682,86597
683,87729
684,20477
685,31653
686,95150
687,02858
688,64789
689,84617
690,19368
691,76130
692,34963
693,07637
694,09151
695,71972
609,18395
619,21722
698,53356
699,14142
697,06944
701,67025
702,33619
703,42822
704,74768
705,05491
706,72607
676,29552
708,36272
709,16157
710,57390
711,86306
712,94311
713,63383
714,83849
715,74033
716,30968
696,92187
718,33820
719,83928
720,57864
721,24047
722,72969
723,65701
724,89454
725,69146
726,48087
727,14974
728,05693
729,54819
730,91760
731,20458
732,07166
733,18911
734,86115
735,14076
736,97087
737,96161
738,32792
739,09346
740,40802
741,01214
742,13769
743,60330
744,74836
745,31344
747,19688
748,98047
746,16170
749,23314
750,20461
751,14330
752,42812
753,65889
754,70695
755,07512
756,77739
757,97068
758,65311
759,66733
760,15722
761,77018
762,80574
763,77234
764,29628
765,04499
766,72221
767,96883
768,62022
769,60942
770,63162
771,79193
772,91176
773,39384
774,58096
775,29959
776,32169
777,16472
778,16774
717,57487
780,53973
781,70891
782,26941
783,31877
700,30622
707,82847
786,14038
787,47061
788,52868
789,18069
790,34351
791,10896
792,33635
793,95325
794,62197
795,34779
796,28442
797,79351
798,59754
799,56726
800,25309
801,36031
802,56436
803,01852
804,08675
805,82148
806,28593
807,36018
808,27335
809,13486
810,15027
811,76582
812,97618
813,37688
814,45919
815,27490
816,87613
817,96213
818,66325
819,11055
820,52503
785,84431
822,07345
823,13385
824,28938
825,59000
826,92584
821,92020
828,59919
829,52590
830,98606
831,50783
832,81582
833,72276
834,30256
835,22019
836,38057
837,66605
838,95141
839,75013
784,41872
841,91092
842,76935
843,58647
844,75905
827,05330
845,24243
847,10299
848,74622
846,88705
850,96038
851,41550
840,84779
852,90384
854,60554
855,44676
856,22814
857,29313
858,48111
859,07162
849,74864
861,98730
862,44724
863,10723
864,97692
865,17019
866,26880
867,29592
868,82042
869,05724
870,95466
871,68342
872,08335
873,16600
874,09281
875,97352
876,67543
877,18353
878,53022
879,63884
880,82592
881,16695
882,18694
883,01295
884,03066
885,02481
886,25544
887,09548
888,85590
889,23701
890,87360
891,96135
892,83617
893,60342
894,27045
895,41421
896,98691
897,98205
898,29283
899,66115
900,60515
901,59983
902,85637
903,29842
904,34534
905,75990
906,93759
907,67597
908,40837
909,80688
910,98188
911,25511
912,14308
913,42824
914,23793
915,08427
916,47080
917,31683
918,85937
919,22653
920,88345
921,73995
922,67546
923,70849
924,34563
925,33201
860,54669
927,43680
928,39141
929,89833
926,74399
931,30486
932,45897
933,30167
779,35720
935,70115
936,10810
937,53233
938,99274
939,87559
934,15071
941,36851
942,58187
940,89085
944,28812
945,51846
946,63672
947,33771
948,46379
949,98871
950,34857
951,63092
952,20732
953,27469
954,47968
955,95427
930,97237
957,52504
958,93281
943,39094
960,79872
961,82627
962,74998
963,59534
964,62320
965,31147
966,60794
967,13511
968,89792
969,17818
970,88824
971,10512
972,92448
973,96163
974,75326
975,99070
976,67096
977,64264
978,87676
979,69295
980,83638
959,51543
982,04571
983,54236
956,99979
985,61073
986,39436
987,34590
988,14400
989,24812
990,73940
991,39073
992,55290
993,16490
994,63203
995,84631
996,25900
997,15587
998,33282
999,55529
1000,14156
1001,98200
1002,54402
1003,23491
1004,68709
1005,11965
1006,21945
1007,68187
1008,02133
1009,23122
1010,66988
1011,30127
1012,38225
1013,70179
1014,76990
1015,72888
1016,43598
1017,17258
1018,85139
1019,30134
1020,83137
1021,16124
1022,66689
1023,12085
1024,78234
1025,14131
1026,13600
1027,68931
1028,58452
1029,48076
1030,80109
1031,29403
1032,27469
1033,01528
1034,16830
1035,12970
1036,42994
1037,98973
1038,11480
1039,15160
1040,60692
1041,74437
1042,18623
1043,89008
1044,99454
1045,74962
1046,64694
1047,69631
1048,34096
1049,89062
1050,72489
1051,76534
1052,30198
1053,04316
1054,26019
1055,13194
1056,49808
1057,97777
1058,01645
1059,94492
1060,76199
1061,92971
1062,86149
1063,76218
1064,11455
1065,85059
1066,65816
1067,05332
1068,84524
1069,70916
1070,69813
1071,67464
1072,96950
1073,21964
1074,89745
1075,77059
1076,77525
1077,33058
1078,63605
981,40365
1080,44851
1081,93941
853,64521
1083,93518
1084,39382
1085,82393
1086,53237
1087,53781
1088,12350
1089,95392
1090,13391
1091,36721
1092,13497
1093,64135
1094,06056
1095,78247
1096,23750
1097,27472
1098,02928
1099,60641
1100,56496
1101,11115
1102,29016
1103,46954
1104,83323
1105,50653
1106,72608
1082,15996
1108,31787
1109,71591
1079,11492
1111,98561
1112,67249
1113,80142
1114,05622
1115,21495
1116,71019
1117,35295
1118,64571
1119,98584
1120,09735
1121,22696
1122,43213
1110,53589
1124,95324
1125,73143
1126,63604
1127,78390
1128,74406
1129,09775
1130,11439
1131,54441
984,49717
1133,08175
1134,47393
1135,91184
1136,83343
1107,09917
1138,44397
1139,38361
1140,09998
1141,68237
1123,42529
1137,42768
1132,46878
1145,06257
1146,17748
1144,86642
1148,05959
1149,02078
1147,36767
1151,36183
1152,40996
1153,98796
1154,75173
1155,56843
1156,50227
1157,05070
1158,24534
1150,37185
1159,17870
1161,51279
1160,69239
1163,88108
1164,74126
1165,81577
1166,84734
1167,80659
1168,08144
1169,97829
1170,34055
1171,28401
1172,40560
1173,60582
1174,15942
1175,04724
1176,18365
1177,28089
1178,68082
1179,69933
1180,18769
1181,84740
1182,97628
1183,19709
1184,88956
1185,59480
1186,60681
1187,81498
1188,97463
1189,42618
1190,35115
1191,60266
1192,22113
1193,68786
1194,67450
1195,68192
1196,19288
1197,53929
1198,04670
1199,06890
1200,04071
1201,67790
1202,47471
1203,43564
1204,86517
1205,06979
1206,36321
1207,56623
1208,71024
1162,36762
1210,18728
1211,92430
1212,86913
1213,98784
1214,28567
1215,32864
1209,75943
1217,06618
1218,19579
1219,28362
1220,83921
1221,04240
1222,12230
1223,49257
1224,93879
1225,96417
1226,15891
1227,51654
1228,05671
1229,83147
1230,25988
1231,96914
1142,37988
1232,71296
1234,18608
1235,66858
1236,94616
1237,91070
1238,21957
1239,84287
1240,99923
1241,45613
1242,57664
1243,05627
1244,69905
1245,45896
1246,45434
1247,68711
1248,59016
1249,88449
1250,44519
1251,92517
1252,19023
1253,38347
1254,35432
1255,09265
1256,12973
1258,67734
1257,59439
1259,07212
1260,66227
1261,04172
1263,69602
1262,49806
1264,67378
1265,37087
1266,18760
1267,06610
1268,54601
1270,99895
1269,03643
1271,82912
1272,79122
1274,83259
1273,83657
1275,51460
1276,76195
1277,92645
1279,11940
1278,68706
1280,53862
1282,04462
1281,93736
1283,92854
1285,68659
1284,80934
1286,60023
1287,33128
1289,33630
1288,97752
1290,26518
1291,37817
1292,18525
1293,81455
1294,38616
1295,49869
1216,91345
1298,77590
1297,81070
1233,92928
1300,18070
1301,42396
1302,79938
1303,69859
1304,54954
1305,28606
1306,02334
1307,83925
1308,43629
1309,14057
1310,64352
1311,17478
1312,16121
1313,31326
1314,48341
1315,90582
1316,57921
1318,25437
1319,45512
1317,79528
1320,84485
1321,42666
1322,60292
1323,54982
1324,84745
1325,97222
1327,96366
1326,77850
1328,53793
1329,99482
1330,33540
1331,74995
1332,25372
1333,55709
1334,05458
1335,03997
1336,16637
1338,57720
1337,99076
1339,92271
1296,31765
1340,83226
1342,20297
1343,35689
1344,55467
1345,86338
1346,05898
1347,88002
1348,23493
1349,96210
1350,75902
1351,75560
1353,06433
1352,94160
1354,37867
1355,62148
1357,76032
1356,29644
1358,45840
1359,20036
1360,10981
1361,22525
1362,79654
1363,65067
1364,93984
1365,08660
1366,50958
1367,22486
1369,98020
1368,00080
1370,34706
1372,32741
1371,87962
1374,38499
1373,87217
1375,42151
1376,97590
1378,20900
1377,73564
1379,05539
1380,74413
1381,60744
1382,04427
1384,66306
1383,35577
1385,92120
1386,95550
1387,89557
1388,70967
1389,85954
1390,65480
1391,21167
1392,62034
1393,99721
1394,16101
1395,70316
1396,19735
1397,01438
1398,63949
1399,50029
1400,16082
1401,04592
1402,11413
1403,32505
1404,58845
1405,60604
1406,57780
1407,15201
1408,10582
1409,59408
1410,65785
1411,90700
1412,06297
1413,33110
1414,93980
1415,73983
1416,45866
1417,79264
1418,28001
1419,79480
1420,38170
1421,80493
1422,97113
1423,75805
1424,66179
1426,19688
1425,42543
1428,40983
1427,40490
1429,26445
1430,16212
1431,81470
1432,23707
1433,18722
1434,47411
1435,24763
1436,18513
1437,57660
1438,51536
1439,86897
1440,34374
1441,80140
1442,82891
1443,13751
1444,89007
1445,63112
1446,24334
1447,15934
1448,49809
1449,66290
1450,98432
1451,89671
1452,74086
1453,19004
1454,15039
1455,66525
1456,03415
1457,60793
1459,49774
1458,06571
1460,82431
1461,82289
1462,59931
1463,99985
1464,31452
1465,50826
1466,89746
1467,38647
1468,29672
1469,40418
1470,52645
1471,21679
1472,46526
1473,33352
1474,30503
1475,43371
1476,22693
1477,77301
1478,75954
1479,27636
1481,34870
1480,03253
1483,40555
1482,88531
1484,00493
1485,55289
1486,52821
1487,12853
1489,57268
1488,74604
1490,35537
1491,16150
1492,93803
1493,95124
1494,09878
1495,80463
1496,98288
1497,75486
1498,56026
1499,78754
1500,39759
1501,39722
1502,81113
1503,90803
1504,51648
1505,15540
1506,91315
1507,93431
1508,68230
1509,44534
1510,72056
1511,70285
1512,01678
1513,29010
1514,45328
1515,82386
1516,37619
1517,53857
1518,26891
1519,91697
1520,72609
1521,90282
1522,65943
1523,03508
1524,98226
1525,39742
1526,66032
1527,46431
1528,61165
1529,32167
1530,36379
1531,84791
1532,25448
1533,13906
1534,94822
1535,77837
1536,85987
1537,04484
1341,44599
1539,37776
1540,47845
1541,04576
1542,48296
1543,74473
1544,48876
1546,94939
1545,09976
1547,59541
1548,32732
1549,32543
1550,23167
1551,43751
1553,81606
1552,10490
1554,46348
1555,81905
1556,24239
1557,63205
1558,91200
1559,65947
1560,28491
1562,91684
1561,46042
1563,05261
1564,80387
1565,65110
1299,98882
1567,27464
1568,84147
1569,19381
1570,80606
1571,01806
1572,22480
1573,19107
1574,82435
1575,97216
1576,75191
1577,56850
1581,53643
1582,69574
1583,44514
1584,69632
1580,97112
1579,82980
1586,10359
1585,31926
1578,63191
1587,30476
1588,46433
1591,08385
1592,85499
1590,82354
1589,84784
1593,17887
1594,75867
1597,32999
1598,55335
1595,60217
1596,28347
1599,41700
1600,59335
1603,53824
1604,15854
1601,35510
1602,18059
1606,80715
1605,47481
1608,35387
1607,45973
1609,17576
1610,33577
1613,77164
1614,40944
1612,82479
1611,39350
1615,81049
1616,15066
1619,18456
1617,88294
1618,11171
1620,79875
1621,98490
1623,94434
1622,19106
1624,83228
1625,02607
1626,16333
1627,61441
1628,05970
1629,92623
1630,35491
1631,79672
1632,41446
1633,36126
1634,74735
1635,99415
1636,20246
1637,17063
1638,47651
1639,01286
1640,06413
1641,34428
1642,96219
1643,74431
1644,99980
1645,98423
1646,42612
1647,31868
1648,12851
1649,48531
1650,24544
1651,13472
1652,08853
1653,90138
1654,60397
1655,05214
1656,83088
1657,92514
1658,61653
1659,52710
1660,70511
1661,68788
1662,08168
1663,32120
1664,16530
1665,43140
1666,67793
1667,75567
1668,69277
1669,99022
1670,54204
1671,57696
1672,73314
1673,56077
1674,68551
1675,33627
1676,17315
1677,46165
1678,84580
1679,14162
1680,68254
1681,07571
1682,67372
1683,66460
1684,31762
1685,47616
1686,38927
1687,23698
1688,49868
1689,93980
1690,39229
1691,57613
1692,29446
1693,45630
1694,28496
1695,73204
1696,30245
1697,52262
1698,96383
1699,30635
1700,42779
1701,05194
1702,62388
1703,06385
1704,50616
1705,97038
1706,35749
1707,72330
1708,24209
1709,33952
1710,97921
1712,13304
1713,75021
1711,75162
1714,16581
1715,34454
1716,63559
1717,09936
1718,47712
1719,19453
1720,52657
1721,60728
1722,92813
1723,38877
1724,45221
1725,11044
1726,17535
1727,08576
1728,02586
1729,23565
1730,25599
1731,42814
1732,43397
1733,93601
1734,64441
1735,42295
1736,58466
1737,14050
1738,66445
1739,57204
1740,85642
1741,69137
1742,67893
1743,50736
1744,71867
1745,48963
1746,43868
1747,42400
1748,09689
1749,36538
1750,62671
1751,83727
1752,52865
1753,49873
1754,16581
1755,99300
1756,14571
1757,59860
1758,98292
1759,89326
1760,27327
1761,38519
1762,66443
